file,model,table,measure,expression,description,formatString,lineageTag
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_accts_leadsource,"var _avg = CALCULATE(
			    AVERAGE(accounts[trueai_leadsource_conf])         // get the accounts average leadsource conf
			)
			
			var _conf = ROUND(_avg,2)*100    
			
			RETURN 
			_conf",Measure calculating pi scores accts leadsource. Respects the current filter context.,,866858e7-4af6-4eea-8185-cada6370de7d
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_accts_leadsource_text,"var _avg = CALCULATE(
			    AVERAGE(accounts[trueai_leadsource_conf])         // get the accounts average leadsource conf
			)
			
			var _conf = ROUND(_avg,2)*100    
			
			var _status_ = IF(
			    _conf > 94, ""Excellent"", 
			        If(_conf > 84,  ""Great"", 
			            If(_conf > 74 ,""Good"", 
			                if(_conf> 49, ""Fair"", ""Limited"" 
			            )
			        )
			    )
			)  // use the legend
			
			
			RETURN 
			_status_",Measure calculating pi scores accts leadsource text. Respects the current filter context.,,38241265-320a-4a01-b552-928634ff1ec1
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_leads_industry,"var _avg = CALCULATE(
			    AVERAGE(leads[trueai_industry_conf])         // get the leads average industry conf
			)
			var _conf = ROUND(_avg,2)*100    
			
			RETURN 
			_conf",Measure calculating pi scores leads industry. Respects the current filter context.,0,fba3ecb9-634d-49a7-b6fd-2961ffd60b6e
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_leads_industry_text,"var _avg = CALCULATE(
			    AVERAGE(leads[trueai_industry_conf])         // get the leads average industry conf
			)
			
			var _conf = ROUND(_avg,2)*100    
			
			var _status_ = IF(
			    _conf > 94, ""Excellent"", 
			        If(_conf > 84,  ""Great"", 
			            If(_conf > 74 ,""Good"", 
			                if(_conf> 49, ""Fair"", ""Limited"" 
			            )
			        )
			    )
			)  // use the legend
			
			RETURN 
			_status_",Measure calculating pi scores leads industry text. Respects the current filter context.,,bbc1204a-1b43-450e-9130-7efbeba59866
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_leads_leadsource,"var _avg = CALCULATE(
			    AVERAGE(leads[trueai_leadsource_conf])         // get the leads average lead source conf
			)
			var _conf = ROUND(_avg,2)*100    
			
			RETURN 
			_conf",Measure calculating pi scores leads leadsource. Respects the current filter context.,0,83d63841-e9fb-425b-a739-8298fe582de4
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_leads_leadsource_text,"var _avg = CALCULATE(
			    AVERAGE(leads[trueai_leadsource_conf])         // get the leads average leadsource conf
			)
			
			var _conf = ROUND(_avg,2)*100    
			
			var _status_ = IF(
			    _conf > 94, ""Excellent"", 
			        If(_conf > 84,  ""Great"", 
			            If(_conf > 74 ,""Good"", 
			                if(_conf> 49, ""Fair"", ""Limited"" 
			            )
			        )
			    )
			)  // use the legend
			
			RETURN 
			_status_",Measure calculating pi scores leads leadsource text. Respects the current filter context.,,f0b3c79d-5114-4c4a-912e-476ccd199445
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_opps_industry,"var _avg = CALCULATE(
			    AVERAGE(opps[trueai_industry_conf])         // get the opps average industry conf
			)
			var _conf = ROUND(_avg,2)*100    
			
			
			RETURN 
			_conf",Measure calculating pi scores opps industry. Respects the current filter context.,0,3ad2fcfc-5d77-439c-994c-8ef12a11f073
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_opps_industry_text,"var _avg = CALCULATE(
			    AVERAGE(opps[trueai_industry_conf])         // get the opps average industry conf
			)
			
			var _conf = ROUND(_avg,2)*100    
			
			var _status_ = IF(
			    _conf > 94, ""Excellent"", 
			        If(_conf > 84,  ""Great"", 
			            If(_conf > 74 ,""Good"", 
			                if(_conf> 49, ""Fair"", ""Limited"" 
			            )
			        )
			    )
			)  // use the legend
			
			RETURN 
			_status_",Measure calculating pi scores opps industry text. Respects the current filter context.,,309edb25-0bcb-423c-bc1d-e499c6cd9682
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_opps_leadsource,"var _avg = CALCULATE(
			    AVERAGE(opps[trueai_leadsource_conf])         // get the opps average lead source conf
			)
			var _conf = ROUND(_avg,2)*100    
			
			
			RETURN 
			_conf",Measure calculating pi scores opps leadsource. Respects the current filter context.,0,d32dfd55-6d19-4641-bf2d-5ffdec1c1da8
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_opps_leadsource_text,"var _avg = CALCULATE(
			    AVERAGE(opps[trueai_leadsource_conf])         // get the opps average leadsource conf
			)
			
			var _conf = ROUND(_avg,2)*100    
			
			var _status_ = IF(
			    _conf > 94, ""Excellent"", 
			        If(_conf > 84,  ""Great"", 
			            If(_conf > 74 ,""Good"", 
			                if(_conf> 49, ""Fair"", ""Limited"" 
			            )
			        )
			    )
			)  // use the legend
			
			
			RETURN 
			_status_",Measure calculating pi scores opps leadsource text. Respects the current filter context.,,3c4bac0d-9a62-4185-94dd-9d2e748d763d
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_ssr_industry,"var _avg = CALCULATE(
			    AVERAGE(ssr[trueai_industry_conf])         // get the ssr average industry conf
			)
			var _conf = ROUND(_avg,2)*100    
			
			
			RETURN 
			_conf",Measure calculating pi scores ssr industry. Respects the current filter context.,0,7f183e44-022a-4fc3-adf6-80cf09a86336
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_ssr_industry_text,"var _avg = CALCULATE(
			    AVERAGE(ssr[trueai_industry_conf])         // get the ssr average industry conf
			)
			var _conf = ROUND(_avg,2)*100    
			
			var _status_ = IF(
			    _conf > 94, ""Excellent"", 
			        If(_conf > 84,  ""Great"", 
			            If(_conf > 74 ,""Good"", 
			                if(_conf> 49, ""Fair"", ""Limited"" 
			            )
			        )
			    )
			)  // use the legend
			
			RETURN 
			_status_",Measure calculating pi scores ssr industry text. Respects the current filter context.,,da81c106-a322-46e9-bafe-372ae0b5f478
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_ssr_leadsource,"var _avg = CALCULATE(
			    AVERAGE(ssr[trueai_leadsource_conf])         // get the ssr average lead source conf
			)
			var _conf = ROUND(_avg,2)*100    
			
			RETURN 
			_conf",Measure calculating pi scores ssr leadsource. Respects the current filter context.,0,eb39734e-6e35-4292-bc36-08ee0c36310a
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_ssr_leadsource_text,"var _avg = CALCULATE(
			    AVERAGE(ssr[trueai_leadsource_conf])         // get the ssr average lead source conf
			)
			var _conf = ROUND(_avg,2)*100    
			
			var _status_ = IF(
			    _conf > 94, ""Excellent"", 
			        If(_conf > 84,  ""Great"", 
			            If(_conf > 74 ,""Good"", 
			                if(_conf> 49, ""Fair"", ""Limited"" 
			            )
			        )
			    )
			)  // use the legend
			
			RETURN 
			_status_",Measure calculating pi scores ssr leadsource text. Respects the current filter context.,,9d356c2b-cc00-41b0-8555-c52a818c2200
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_success_prob,,Measure calculating pi scores success prob. Respects the current filter context.,0,0bfefd31-db20-42b9-ac86-665d4c06dfec
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.pi_scores_success_prob_text,"var latest_row  = CALCULATETABLE(TOPN(1,companies_history, companies_history[_sys_processed_as_of], DESC))  // get the latest row
			var train_score = MAXX(latest_row,companies_history[di_success_prob_training_score])        // latest avg traing scofre
			var validation_score = MAXX(latest_row, companies_history[di_success_prob_validation_score])    // latest avg validation
			var boost_expo = 0.65 // to get closer to one if good score after the score has been calcualted
			var rs_norm  = MAX(train_score, 0) // avoid neg
			var auc_norm  = (MAX((validation_score-0.5),0)) + 0.5  // realize that 0.5 is useless, but boost back up so good is not 0.5
			
			var score  = ((rs_norm + auc_norm)/2) ^ boost_expo  // avg of both normalized score + boosting
			var _conf = round(score * 100 ,0) // make it an integer score
			
			var _status_ = IF(
			    _conf > 94, ""Excellent"", 
			        If(_conf > 84,  ""Great"", 
			            If(_conf > 74 ,""Good"", 
			                if(_conf> 49, ""Fair"", ""Limited"" 
			            )
			        )
			    )
			)  // use the legend
			
			RETURN 
			_status_",Measure calculating pi scores success prob text. Respects the current filter context.,,a0da8f2c-6910-4440-97a6-77f78705dec5
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\completeness_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,completeness_summary,meas.crm_completeness_score_display,CALCULATE(AVERAGE([crm_completeness])  * 100),Measure calculating crm completeness score display. Respects the current filter context.,0,25d350dc-3b66-4cb2-83ae-59852cd3198b
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\completeness_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,completeness_summary,meas.trueai_completeness_score,,Measure calculating trueai completeness score. Respects the current filter context.,0,220faaec-56c9-48ef-870f-4244580439c6
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\completeness_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,completeness_summary,meas.crm_completeness_score_industry_avg,,Average of crm completeness score industry avg. Respects the current filter context.,0,295be6f7-5568-467e-ada1-cb24b46e2ed9
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\completeness_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,completeness_summary,meas.trueai_completeness_improvement,"var crmval = CALCULATE(AVERAGE([crm_completeness]))
			var aival = CALCULATE(AVERAGE([trueai_completeness]))
			var impro = Divide(aival - crmval, crmval) 
			var res = If(impro > 0, ""+"" & FORMAT( impro, ""###%""),  ""No change"")
			return res",Measure calculating trueai completeness improvement. Respects the current filter context.,,8cf3d72c-fedc-4ef5-970d-57580fe4ba53
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\completeness_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,completeness_summary,meas.trueai_completeness_geo_improvement,"var crmval = CALCULATE(AVERAGE([crm_completeness_geo]))
			var aival = CALCULATE(AVERAGE([trueai_completeness_geo]))
			var impro = Divide(aival - crmval, crmval) 
			var res = If(impro > 0, ""+"" & FORMAT( impro, ""###%""),  ""No change"")
			return res",Measure calculating trueai completeness geo improvement. Respects the current filter context.,0%;-0%;0%,8f49df2a-bdc7-43e0-aa92-36030435c286
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\completeness_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,completeness_summary,meas.trueai_completeness_marketing_improvement,"var crmval = CALCULATE(AVERAGE([crm_completeness_marketing]))
			var aival = CALCULATE(AVERAGE([trueai_completeness_marketing]))
			var impro = Divide(aival - crmval, crmval) 
			var res = If(impro > 0, ""+"" & FORMAT( impro, ""###%""),  ""No change"")
			return res",Measure calculating trueai completeness marketing improvement. Respects the current filter context.,0%;-0%;0%,82d8b5b9-38ea-4989-9adf-d76ea2f2af22
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\completeness_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,completeness_summary,meas.trueai_completeness_contact_improvement,"var crmval = CALCULATE(AVERAGE([crm_completeness_contact]))
			var aival = CALCULATE(AVERAGE([trueai_completeness_contact]))
			var impro = Divide(aival - crmval, crmval) 
			var res = If(impro > 0, ""+"" & FORMAT( impro, ""###%""),  ""No change"")
			return res",Measure calculating trueai completeness contact improvement. Respects the current filter context.,,7cf2b251-0b10-4d7d-ada9-772238f7d953
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\completeness_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,completeness_summary,meas.trueai_completeness_contact_method_improvement,"var crmval = CALCULATE(AVERAGE([crm_completeness_contact_method]))
			var aival = CALCULATE(AVERAGE([trueai_completeness_contact_method]))
			var impro = Divide(aival - crmval, crmval) 
			var res = If(impro > 0, ""+"" & FORMAT( impro, ""###%""),  ""No change"")
			return res",Measure calculating trueai completeness contact method improvement. Respects the current filter context.,0%;-0%;0%,770b89c9-ad28-48c3-8957-004b46ed2d56
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\completeness_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,completeness_summary,meas.trueai_completeness_score_improvement,,Measure calculating trueai completeness score improvement. Respects the current filter context.,+#%;-#%;0%,f444042a-587c-402b-a3c6-222e0aed0d89
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.crm_consistency_count_address_city,,Count of crm consistency count address city. Respects the current filter context.,0,b2f66e5b-e2bd-4a12-acc7-57ebef2b3a3f
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.crm_consistency_count_address_country,,Count of crm consistency count address country. Respects the current filter context.,0,fddf49aa-3f1e-4060-a815-6c1c214cf480
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.crm_consistency_count_address_state,,Count of crm consistency count address state. Respects the current filter context.,"#,0",0e43b5bf-d05a-441a-b050-f8506e5685ee
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.crm_consistency_count_industry,,Count of crm consistency count industry. Respects the current filter context.,0,02a0e393-6924-461a-9d23-a2fdfea3092e
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.crm_consistency_count_leadsource,,Count of crm consistency count leadsource. Respects the current filter context.,0,e8be4735-db38-4312-b8ec-7f8cb2a36e7a
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.crm_consistency_count_title,,Count of crm consistency count title. Respects the current filter context.,0,76dd37d6-6a50-4281-a779-d751e29e2864
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.crm_consistency_score,"var coeff = 0.6 // make the ratio less drastic so it takes longer to get to 0
			var max_date = CALCULATE(MAX(cal_end_dates[Date])  )
			var min_date =  DATE(2000,1,1) //FILTERS(cal_start_dates[Date])
			
			// leadsource
			var ls_count = CALCULATE(DISTINCTCOUNT([crm_leadsource]))
			
			var ls_optimal_count = 30
			var ls_score =  if(ls_count <2 , blank(), If(ls_count < ls_optimal_count, 1,  (ls_optimal_count/ls_count) ^ coeff)) // no data = blank, unique count < ideal count = 1, otherwise do the ratio and sqaure it 
			
			// industry
			var ind_count = CALCULATE(DISTINCTCOUNT([crm_industry]))
			var ind_optimal_count = 50
			var ind_score =  if(ind_count <2 , blank(), If(ind_count < ind_optimal_count, 1,  (ind_optimal_count/ind_count) ^ coeff)) // no data = blank, unique count < ideal count = 1, otherwise do the ratio and 
			
			var countScore =  IF(ISBLANK( ls_score), 0, 1) +  IF(ISBLANK( ind_score), 0, 1) 
			
			
			var res = divide(If(isBLANK(ls_score), 0,ls_score) + If(isBLANK(ind_score), 0,ind_score)  , countScore, blank()) 
			
			return res",Measure calculating crm consistency score. Respects the current filter context.,0.00,d9e1bcfa-3f3c-4392-9c91-9dfbff1dd779
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.crm_consistency_score_industry_avg,,Average of crm consistency score industry avg. Respects the current filter context.,0,ad84e61a-dca2-4efb-a8a8-f6aed2e396e8
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.trueai_consistency_count_address_city,,Count of trueai consistency count address city. Respects the current filter context.,0,6afb1038-d72c-4856-9f93-a38e5c3be21f
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.trueai_consistency_count_address_country,,Count of trueai consistency count address country. Respects the current filter context.,0,d053adf7-cdb7-43d1-9b0b-3f3c38024496
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.trueai_consistency_count_address_state,,Count of trueai consistency count address state. Respects the current filter context.,"#,0",b252c2ab-cbcd-4e94-a08e-02aa8ccb97fe
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.trueai_consistency_count_industry,,Count of trueai consistency count industry. Respects the current filter context.,0,5200942a-36fe-4f17-bd48-09441851a736
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.trueai_consistency_count_leadsource,,Count of trueai consistency count leadsource. Respects the current filter context.,0,59cc3869-fd60-4307-bd80-a994d9821119
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.trueai_consistency_count_title_concat,,Count of trueai consistency count title concat. Respects the current filter context.,0,eed2043e-325f-4c87-9a8a-4c179bc4bd2a
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.trueai_consistency_improvement_country,"var crm_count = CALCULATE(DISTINCTCOUNT([crm_addr_country]), consistency_summary[crm_addr_country] <> BLANK())
			var ai_count =  CALCULATE(DISTINCTCOUNT([trueai_addr_country]), consistency_summary[trueai_addr_country] <> BLANK())
			var ratio =  round(divide(crm_count , ai_count,BLANK()),0)
			var res  = If(isblank(ratio), ""Country not consolidated"", ""Country - "" & ratio & ""X Consolidation"" )
			return res",Count of trueai consistency improvement country. Respects the current filter context.,,214c6ede-747e-465d-ba51-105e91f6a1a3
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.trueai_consistency_improvement_industry,"var crm_count = CALCULATE(DISTINCTCOUNT([crm_industry]), consistency_summary[crm_industry] <> BLANK())
			var ai_count =  CALCULATE(DISTINCTCOUNT([trueai_industry]), consistency_summary[trueai_industry] <> BLANK())
			var ratio =  round(divide(crm_count , ai_count,BLANK()),0)
			var res  = If(isblank(ratio), ""Industry not consolidated"", ""Industry - "" & ratio & ""X Consolidation"" )
			return res",Measure calculating trueai consistency improvement industry. Respects the current filter context.,,87fcd8b0-0afc-4825-a40d-bfec76c1ce38
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.trueai_consistency_improvement_leadsource,"var crm_count = CALCULATE(DISTINCTCOUNT([crm_leadsource]), consistency_summary[crm_leadsource] <> BLANK())
			var ai_count =  CALCULATE(DISTINCTCOUNT([trueai_leadsource]), consistency_summary[trueai_leadsource] <> BLANK())
			var ratio =  round(divide(crm_count , ai_count,BLANK()),0)
			var res  = If(isblank(ratio), ""Leadsource not consolidated"", ""Leadsource - "" & ratio & ""X Consolidation"" )
			return res",Measure calculating trueai consistency improvement leadsource. Respects the current filter context.,,60a16077-4e1f-4bc5-a21b-04224e2df6cc
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.trueai_consistency_improvement_title,"var crm_count = CALCULATE(DISTINCTCOUNT([crm_title]), consistency_summary[crm_title] <> BLANK())
			var ai_count =  CALCULATE(DISTINCTCOUNT([trueai_title_concat]), consistency_summary[trueai_title_concat] <> BLANK())
			var ratio =  round(divide(crm_count , ai_count,BLANK()),0)
			var res  = If(isblank(ratio), ""Title not consolidated"", ""Title - "" & ratio & ""X Consolidation"" )
			return res",Measure calculating trueai consistency improvement title. Respects the current filter context.,,27638655-fbbe-438d-a504-b456e9d2041d
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.trueai_consistency_score,"var industry_conf_raw = CALCULATE(
			    average(consistency_summary[trueai_industry_conf]), 
			    consistency_summary[crm_industry] <> """" 
			    && isblank(consistency_summary[crm_industry]) =false 
			) + 0
			
			VAR industry_conf = POWER(industry_conf_raw, 0.4)
			
			
			var industry_count = CALCULATE(
			    count(consistency_summary[trueai_industry_conf]), 
			    consistency_summary[crm_industry] <> """" 
			    && isblank(consistency_summary[crm_industry]) =false 
			) + 0
			var leadsource_conf_raw = CALCULATE(
			    average(consistency_summary[trueai_leadsource_conf]), 
			    consistency_summary[crm_leadsource] <> """" 
			    && isblank(consistency_summary[crm_leadsource]) = false
			) + 0
			
			VAR leadsource_conf = POWER(leadsource_conf_raw, 0.4)
			
			var leadsource_count = CALCULATE(
			    count(consistency_summary[trueai_leadsource_conf]), 
			    consistency_summary[crm_leadsource] <> """" 
			    && isblank(consistency_summary[crm_leadsource]) = false
			) +0 
			
			var res  =  Divide((industry_conf * industry_count) + (leadsource_conf * leadsource_count) , industry_count + leadsource_count)
			return res",Measure calculating trueai consistency score. Respects the current filter context.,,9752bf98-83c9-487b-a234-92b6fe82db9a
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.trueai_consistency_score_improvement,,Measure calculating trueai consistency score improvement. Respects the current filter context.,+#%;-#%;0%,7562cc7c-d6d5-4e43-8bd4-def9fb3817e6
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.crm_consistency_score_display,[meas.crm_consistency_score] * 100,Measure calculating crm consistency score display. Respects the current filter context.,0,fc3025a8-9bfe-4359-a717-d8a1e1cdb3fa
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,meas.trueai_consistency_score_display,,Measure calculating trueai consistency score display. Respects the current filter context.,0,8a469cd2-ac3f-4681-a7a4-74cf02b78697
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\contacts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,contacts,meas.contact_trueai_completeness_improvement,"var crmval = CALCULATE(AVERAGE([crm_complt]))
			var aival = CALCULATE(AVERAGE([trueai_complt]))
			var impro = Divide(aival - crmval, crmval) 
			var res = If(impro > 0, ""+"" & FORMAT( impro, ""###%""),  ""No change"")
			return res",Measure calculating contact trueai completeness improvement. Respects the current filter context.,0 %,b5bae688-efc8-42ef-bd98-83c8994f8390
