file,model,table,description,lineageTag
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_2cb1e131-7707-4826-b7bc-6ce26c9410bb.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_2cb1e131-7707-4826-b7bc-6ce26c9410bb,,cf648d0c-62e1-4379-a6d5-2bf587a4ff4d
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_2d31ddae-87fe-4ec5-8896-d87a04765d4c.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_2d31ddae-87fe-4ec5-8896-d87a04765d4c,,857fed1c-eb6e-4650-8f68-ede51998249a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_2f329bcd-2cf6-45a7-8500-fb579ca53552.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_2f329bcd-2cf6-45a7-8500-fb579ca53552,,83c60e89-0d32-46c1-8406-ae248d7f393c
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_354bc529-3d95-400f-9634-c66c58876dd4.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_354bc529-3d95-400f-9634-c66c58876dd4,,7513c264-3706-4b63-8ea1-386b2110515f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_36229989-33b9-468c-881b-0a9df078ae05.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_36229989-33b9-468c-881b-0a9df078ae05,,53ddf491-b174-4524-b3ee-5633fdf019d8
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_38e8101a-141b-46c1-9471-98caf2d04337.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_38e8101a-141b-46c1-9471-98caf2d04337,,714cafd9-48d8-492b-9361-fcf382abb492
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_39ef2f23-9a57-45c0-938b-adcde5ecaf4d.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_39ef2f23-9a57-45c0-938b-adcde5ecaf4d,,a64a7a41-8ff7-445d-9f1a-0ca3e40dba7b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_3b57d89a-6c8b-4e68-afcf-59da8b8da4bb.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_3b57d89a-6c8b-4e68-afcf-59da8b8da4bb,,26c7c469-0641-41fc-a102-8e9a8b03d1f0
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_3b5894cd-27ee-48ce-903a-7ec09fe33b90.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_3b5894cd-27ee-48ce-903a-7ec09fe33b90,,bf8818ba-d0a8-4c75-a345-496eff240b04
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_3c94028f-8877-46e3-979b-5cd8d33be02e.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_3c94028f-8877-46e3-979b-5cd8d33be02e,,ee9b3b60-dfa2-455e-9221-d88a7ef29058
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_3dee6f31-bd2a-4b1a-ae8b-b79102bc6389.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_3dee6f31-bd2a-4b1a-ae8b-b79102bc6389,,4cfc46b6-37b5-42ab-8d08-7104553341e7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_4089b1a0-d365-456e-aac4-21aadd8925f4.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_4089b1a0-d365-456e-aac4-21aadd8925f4,,1a8a432d-b790-4a7d-98de-e2c53819f053
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_416d37dd-0c1e-48cf-999d-820ed65a6810.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_416d37dd-0c1e-48cf-999d-820ed65a6810,,f57b739e-9e81-491c-b40b-efb73d2008f9
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_418e6829-0d4e-4794-a40e-dd18fc187206.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_418e6829-0d4e-4794-a40e-dd18fc187206,,77daecb6-faf6-4cdf-a4cc-3e87bfd8bf8e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_42236937-b08e-45f5-99d6-61ddf2fcce75.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_42236937-b08e-45f5-99d6-61ddf2fcce75,,2b8adca9-5460-44b2-9de1-db94353a1c65
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_453f9a55-6d2c-4a3a-aed5-c88d1d988ac9.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_453f9a55-6d2c-4a3a-aed5-c88d1d988ac9,,490d40c7-e835-4fac-9e1d-5b37b6b3fba8
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_456b6003-f356-4032-bba8-6548eae6d311.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_456b6003-f356-4032-bba8-6548eae6d311,,a00fb00e-8181-4f77-9a04-1cb389ad92c5
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_48859e01-5b68-4322-9036-de3062c9c81a.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_48859e01-5b68-4322-9036-de3062c9c81a,,cdebc4c1-8cf0-4f69-9f4a-5150266fe7d3
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_496f763c-1708-493a-8d32-b8ac3c5e8afa.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_496f763c-1708-493a-8d32-b8ac3c5e8afa,,39c52cce-f747-47c1-9735-a0335386cea7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_49a6c191-c3cb-48df-a591-4233189b47f7.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_49a6c191-c3cb-48df-a591-4233189b47f7,,348f0c44-79ed-4ead-aec7-05734fb171a0
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_4b0abab5-87f0-413c-868d-a82099802455.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_4b0abab5-87f0-413c-868d-a82099802455,,74b8a672-a5b1-416f-a993-2a06b1c5c623
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_4b69b310-23d2-44f1-9978-e70ef1041da8.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_4b69b310-23d2-44f1-9978-e70ef1041da8,,d043a473-6472-4281-bc45-72beb18bd4dc
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_507f3238-b6af-427e-a15d-5fc3797ca082.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_507f3238-b6af-427e-a15d-5fc3797ca082,,dea439b1-f2e7-4284-8590-7f0a0b11afe2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_51053ab1-68ea-4e15-b30f-d8dfc4ca4725.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_51053ab1-68ea-4e15-b30f-d8dfc4ca4725,,f9017f90-0f59-4759-ac29-8fe395c1a168
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_51d4de53-eac0-4d81-b266-78974241e512.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_51d4de53-eac0-4d81-b266-78974241e512,,f6434c19-0aa5-4212-8f4e-798d9da12277
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_55378f2d-97bd-4280-ac87-101a06c31968.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_55378f2d-97bd-4280-ac87-101a06c31968,,4a0f937a-e009-4493-9c35-284b09cff8a3
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_557797f7-17d9-4f5d-bc08-ab429d81d284.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_557797f7-17d9-4f5d-bc08-ab429d81d284,,105e27a2-52ae-4a04-adef-e8a89c332848
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_5602f5c2-3e02-4d06-8b8b-58f8b352f1c9.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_5602f5c2-3e02-4d06-8b8b-58f8b352f1c9,,8f91c99e-1cd0-4401-ab3b-118fd1a3c503
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_58f9ddd7-a641-4d77-bcb4-84ec8de4fb99.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_58f9ddd7-a641-4d77-bcb4-84ec8de4fb99,,bf4bb2ec-654e-4daf-8669-86eaf433a60a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_5917abda-dc67-44a0-94a1-8678a3226c8d.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_5917abda-dc67-44a0-94a1-8678a3226c8d,,be5c9512-be6b-4b16-8c82-6d0a56c85df1
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_59a92223-1a18-4f12-8526-1fc392f563fe.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_59a92223-1a18-4f12-8526-1fc392f563fe,,db3dc410-7950-4838-88f9-957ce688834d
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_5a83a7a4-1474-4283-a2a1-94176cdb67f8.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_5a83a7a4-1474-4283-a2a1-94176cdb67f8,,897b6e99-57e8-4063-bd75-0cbac614b1db
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_5b05e348-650f-43cc-bd93-4a7e09ed398e.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_5b05e348-650f-43cc-bd93-4a7e09ed398e,,f73b62f5-8f2e-477e-8f6c-8554b3a3d8ac
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_5b19cd86-57e8-474f-b656-9bcb6c4081c3.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_5b19cd86-57e8-474f-b656-9bcb6c4081c3,,824a1b7e-086e-4ce1-b215-69cb168835b1
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_5d931608-5e0e-476a-ad83-2e4a7aeba3ea.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_5d931608-5e0e-476a-ad83-2e4a7aeba3ea,,25cb642e-5411-49f5-8eb7-e1326706bb78
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_5db8f38b-fd2b-4002-a3b6-6d39264e2f8c.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_5db8f38b-fd2b-4002-a3b6-6d39264e2f8c,,c53bd605-ea35-46c6-88c3-8ca0b84340d1
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_5fb3f5fb-cb81-44b1-81eb-21c96dec3a67.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_5fb3f5fb-cb81-44b1-81eb-21c96dec3a67,,75eb2a49-60b5-4c80-873e-eb05b9ff9901
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_61b30642-5455-4ae8-a11c-07f96dc2fd68.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_61b30642-5455-4ae8-a11c-07f96dc2fd68,,ee45895e-7608-4358-b416-03383063ff28
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_61e2a260-d025-4e5b-87c3-d6a748ad3858.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_61e2a260-d025-4e5b-87c3-d6a748ad3858,,593a9a8e-6495-4fd1-a33f-6c241618c7b4
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_622b6751-c6ca-49ca-9ab8-8f2b4b9cb734.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_622b6751-c6ca-49ca-9ab8-8f2b4b9cb734,,4bc0879f-07b8-44fc-91e4-7c81ecd4ea2f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_64251fda-5098-4d5c-a76a-3f9e72cb0712.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_64251fda-5098-4d5c-a76a-3f9e72cb0712,,20f50cca-18e4-4a28-a31e-98d7916f0eda
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_648389c1-a1c5-462a-a7c7-266a1c517540.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_648389c1-a1c5-462a-a7c7-266a1c517540,,f32daaa1-4382-4a83-b0b3-d06f261efa89
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_651982d2-e589-4ef3-9989-fb3c756876f1.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_651982d2-e589-4ef3-9989-fb3c756876f1,,cdb5e97e-c597-49e1-a4ec-0a4b12d4fc49
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_66494a16-b405-4c6c-b561-f2a3e28d9493.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_66494a16-b405-4c6c-b561-f2a3e28d9493,,7f92d7a1-c149-4a01-81de-6d5d5ce8a8d3
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_670f2152-beb7-4564-ab06-7945e86e36cb.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_670f2152-beb7-4564-ab06-7945e86e36cb,,4940fd3f-d9e0-425c-8cfe-4709f2ab9c72
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_69fd8ce2-ea49-4d03-91e4-9a7d63e1ec7e.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_69fd8ce2-ea49-4d03-91e4-9a7d63e1ec7e,,bcc5552d-426e-4909-a443-6c4f51ebebdb
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_6c251f3d-30d4-4bda-8ff2-c2b021eaf2a6.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_6c251f3d-30d4-4bda-8ff2-c2b021eaf2a6,,c0a8a294-a61a-4fa3-8858-9dd7b5ecd9f9
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_6e725079-9265-42a5-b5e7-d7c111fc845a.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_6e725079-9265-42a5-b5e7-d7c111fc845a,,8eb9a977-beaa-44b4-97d4-ec0b77411db2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_705f362c-05e5-4969-a961-edba265e78b0.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_705f362c-05e5-4969-a961-edba265e78b0,,8ec7eb58-0a77-4f0a-a73a-c10dffeb5db0
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_738db8eb-6a03-4b89-a1e1-82c7fd5be0c4.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_738db8eb-6a03-4b89-a1e1-82c7fd5be0c4,,f0186c07-7763-4b82-89d3-964cd341d618
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_74b0c4f1-e144-4fe7-87cd-b6273766fa96.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_74b0c4f1-e144-4fe7-87cd-b6273766fa96,,8b5e322f-fce1-41e4-863f-c4d7bf79bd05
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_78a834fb-36df-4d38-b23f-94167c2005c4.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_78a834fb-36df-4d38-b23f-94167c2005c4,,8b7a7094-d3ad-4077-8f45-71391100f306
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_79a39ce0-a095-43ec-a376-6bfe70c4b38b.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_79a39ce0-a095-43ec-a376-6bfe70c4b38b,,c9a076e4-655f-4c53-9e80-2a877eeca1cd
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_7b615310-6988-4df7-8265-cb6a6249e780.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_7b615310-6988-4df7-8265-cb6a6249e780,,feb4a410-f839-4f5c-87e6-f64f386d2dc7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_7b9cfb6b-4709-4c4d-8483-918721c83bcc.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_7b9cfb6b-4709-4c4d-8483-918721c83bcc,,469d02c9-ce04-4f89-a44b-9135137e3f27
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_7bca1e78-af76-46a2-abd5-5551bd7bd92d.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_7bca1e78-af76-46a2-abd5-5551bd7bd92d,,c99043db-ccb7-4962-bf02-f0cb04e3bf93
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_7d058fa1-9bc3-4c62-9d06-e11f3fa08277.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_7d058fa1-9bc3-4c62-9d06-e11f3fa08277,,70d667ba-85c1-46c2-9333-1f5db687dd9b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_7e8444de-f6bc-40e4-bd41-17bec32bd6c2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_7e8444de-f6bc-40e4-bd41-17bec32bd6c2,,7f1ee81f-c8a3-42c1-a38b-a627190416b5
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_7ef030c0-4c5b-45f7-8aed-c313c1acef23.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_7ef030c0-4c5b-45f7-8aed-c313c1acef23,,85ba1b0f-522a-466e-9a59-865c60c9f48e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_8127ab82-e7dc-4af8-b410-1c0e859e77ad.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_8127ab82-e7dc-4af8-b410-1c0e859e77ad,,bcf70309-c858-4096-82e3-fbe90e9fe696
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_82a62bb9-fee2-48e0-b573-28db66754990.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_82a62bb9-fee2-48e0-b573-28db66754990,,f1932dd8-5c58-4425-a779-31a6b934c2e2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_848334f2-7363-498f-99e2-531cd4676b50.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_848334f2-7363-498f-99e2-531cd4676b50,,8af745c8-b0a2-407b-8dde-8a51a57b5df8
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_8a505c72-a43a-4825-bf4c-b53ef795066f.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_8a505c72-a43a-4825-bf4c-b53ef795066f,,e1d023ce-6795-4dd9-a1b4-a7d3e7c58584
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_8b551090-ebee-4d90-9b8b-ef1838732e1b.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_8b551090-ebee-4d90-9b8b-ef1838732e1b,,42e56573-cef2-4216-ba56-f687fbc07495
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_8f4e1a9e-fe46-48bc-bf66-423dad2997f6.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_8f4e1a9e-fe46-48bc-bf66-423dad2997f6,,8ba4fece-a984-4750-851f-05cbf9172890
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_91382215-9109-4075-bf03-b3036daa2743.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_91382215-9109-4075-bf03-b3036daa2743,,3318df2e-2726-4802-b102-0038e825c384
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_924676e5-8168-46c3-8c71-c7ad3243ca7a.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_924676e5-8168-46c3-8c71-c7ad3243ca7a,,9d0da80e-39d5-4b4e-9d18-01328dd31b1e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_9393fa54-6a39-493e-bd51-a8352ffdb132.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_9393fa54-6a39-493e-bd51-a8352ffdb132,,9b4a3324-5e43-4939-bf1f-ed7a26e83908
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_93d45a5e-99e8-4a2f-8562-e5c0f4f4f39d.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_93d45a5e-99e8-4a2f-8562-e5c0f4f4f39d,,e7375279-ba76-4329-bad4-2482377fbc7f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_945e5139-18bf-4083-99c3-f28b6c6406cb.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_945e5139-18bf-4083-99c3-f28b6c6406cb,,4ad79f96-bf42-4abf-92b3-99ef59e3a112
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_946076f8-85fb-48d2-b200-27d2e6252f0c.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_946076f8-85fb-48d2-b200-27d2e6252f0c,,069cd2a1-cbe1-457a-8d65-64f51f2e30df
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_94aeb6c0-ce7b-4bf6-a0d1-2ab51c0a3075.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_94aeb6c0-ce7b-4bf6-a0d1-2ab51c0a3075,,d465ef5a-87dc-43ce-a326-16ee32a7b564
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_97024d0d-e943-4ba7-ae94-a393b9fd234a.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_97024d0d-e943-4ba7-ae94-a393b9fd234a,,28241f5f-71a8-44e4-841c-7f5cc24620cb
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_9740a049-2bd3-41e3-99dc-a85354f81994.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_9740a049-2bd3-41e3-99dc-a85354f81994,,d60bbfb1-ff20-43bc-b36d-2826079131be
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_97bf139c-c850-41fe-a8e2-6c12f8820ca8.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_97bf139c-c850-41fe-a8e2-6c12f8820ca8,,acade663-e073-454f-b414-689b82c2c453
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_98bd9f6a-b25a-4213-9dc4-832bf6d50574.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_98bd9f6a-b25a-4213-9dc4-832bf6d50574,,24d1af67-1143-4621-8e2b-f9e0ea87b039
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_9926ff69-f944-4e9f-a9e8-2555c852efef.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_9926ff69-f944-4e9f-a9e8-2555c852efef,,4936120d-99a7-4dd8-9c58-77ff24ee53fb
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_995ff945-6872-46e1-b943-ede9d0e6a9cb.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_995ff945-6872-46e1-b943-ede9d0e6a9cb,,0525558b-1fb8-4719-b536-06ae1123b50c
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_9a3449a2-faaf-4f9d-a657-aeadad538f84.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_9a3449a2-faaf-4f9d-a657-aeadad538f84,,398ae33a-86f3-45d5-82bf-1db95f83c07c
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_9a938adc-259d-40b6-9b85-2a187b4cab6c.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_9a938adc-259d-40b6-9b85-2a187b4cab6c,,dbb2900b-d627-43a4-833a-41d3bc2c3b96
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_9bdae528-318c-41d5-b5cc-2e19cea1aa4d.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_9bdae528-318c-41d5-b5cc-2e19cea1aa4d,,046616cc-c3e2-4147-a312-b241a36d156f
